1	2
3	4
5	6
2	3
4	1
5	2
1	6
4	5
3	6
1	2
3	4
5	6
2	3
4	1
5	2
1	6
4	5
3	6
1	2
3	4
5	6
2	3
4	1
5	2
1	6
4	5
3	6
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
1	7
8	2
9	3
4	10
11	5
6	12
