5	12	1
15	8	14
16	2	11
1	4	3
10	6	9
17	18	7
13	10	12
2	4	17
9	5	6
3	15	18
11	13	1
12	7	8
4	14	16
18	2	3
8	9	5
7	12	11
6	10	13
14	4	17
16	5	15
3	1	8
10	6	7
18	14	9
15	17	13
8	4	2
14	16	11
10	15	5
7	13	18
3	18	9
6	11	17
2	10	4
16	9	5
12	3	1
13	8	7
15	2	17
16	6	11
1	14	12
